time,temp_soll,feuchte_soll,temp_regelung,feuchte_regelung,profil_wetter
2024-01-04 12:30:00,22.3,42.6,True,True,sommer
2024-01-04 12:40:00,22.3,44.2,True,True,sommer
2024-01-04 12:50:00,22.3,40.7,True,True,sommer
2024-01-04 13:00:00,22.7,42.1,True,True,sommer
2024-01-04 13:10:00,23.1,44.4,True,True,sommer
2024-01-04 13:20:00,22.5,41.6,True,True,sommer
2024-01-04 13:30:00,22.6,42.7,True,True,sommer
2024-01-04 13:40:00,23.0,42.9,True,True,sommer
2024-01-04 13:50:00,22.7,42.4,True,True,sommer
2024-01-04 14:00:00,23.2,42.2,True,True,sommer
2024-01-04 14:10:00,24.0,42.3,True,True,sommer
2024-01-04 14:20:00,23.6,42.6,True,True,sommer
2024-01-04 14:30:00,23.6,40.4,True,True,sommer
2024-01-04 14:40:00,23.0,41.0,True,True,sommer
2024-01-04 14:50:00,22.9,44.1,True,True,sommer
2024-01-04 15:00:00,22.8,46.5,True,True,sommer
2024-01-04 15:10:00,22.6,43.7,True,True,sommer
2024-01-04 15:20:00,22.6,46.7,True,True,sommer
2024-01-04 15:30:00,22.5,48.2,True,True,sommer
2024-01-04 15:40:00,22.7,47.8,True,True,sommer
2024-01-04 15:50:00,22.6,46.8,True,True,sommer
2024-01-04 16:00:00,23.0,47.2,True,True,sommer
2024-01-04 16:10:00,22.7,46.6,True,True,sommer
2024-01-04 16:20:00,22.2,49.2,True,True,sommer
2024-01-04 16:30:00,22.0,49.4,True,True,sommer
2024-01-04 16:40:00,22.0,51.8,True,True,sommer
2024-01-04 16:50:00,22.1,52.6,True,True,sommer
2024-01-04 17:00:00,21.9,53.7,True,True,sommer
2024-01-04 17:10:00,21.9,53.9,True,True,sommer
2024-01-04 17:20:00,21.6,55.4,True,True,sommer
2024-01-04 17:30:00,21.4,54.5,True,True,sommer
2024-01-04 17:40:00,20.9,59.1,True,True,sommer
2024-01-04 17:50:00,20.8,60.1,True,True,sommer
2024-01-04 18:00:00,21.0,59.2,True,True,sommer
2024-01-04 18:10:00,20.9,60.1,True,True,sommer
2024-01-04 18:20:00,20.6,61.6,True,True,sommer
2024-01-04 18:30:00,20.4,61.4,True,True,sommer
2024-01-04 18:40:00,20.1,62.9,True,True,sommer
2024-01-04 18:50:00,19.7,64.6,True,True,sommer
2024-01-04 19:00:00,19.2,66.6,True,True,sommer
2024-01-04 19:10:00,19.0,67.6,True,True,sommer
2024-01-04 19:20:00,18.8,68.5,True,True,sommer
2024-01-04 19:30:00,18.8,68.6,True,True,sommer
2024-01-04 19:40:00,18.6,69.6,True,True,sommer
2024-01-04 19:50:00,18.4,70.0,True,True,sommer
2024-01-04 20:00:00,18.1,71.5,True,True,sommer
2024-01-04 20:10:00,18.2,69.1,True,True,sommer
2024-01-04 20:20:00,18.1,70.9,True,True,sommer
2024-01-04 20:30:00,18.2,69.7,True,True,sommer
2024-01-04 20:40:00,18.0,69.7,True,True,sommer
2024-01-04 20:50:00,18.2,69.0,True,True,sommer
2024-01-04 21:00:00,18.0,69.3,True,True,sommer
2024-01-04 21:10:00,17.7,70.3,True,True,sommer
2024-01-04 21:20:00,17.7,69.0,True,True,sommer
2024-01-04 21:30:00,17.6,69.6,True,True,sommer
2024-01-04 21:40:00,17.6,69.4,True,True,sommer
2024-01-04 21:50:00,17.5,69.8,True,True,sommer
2024-01-04 22:00:00,16.7,74.8,True,True,sommer
2024-01-04 22:10:00,16.2,77.5,True,True,sommer
2024-01-04 22:20:00,16.1,78.0,True,True,sommer
2024-01-04 22:30:00,16.4,77.8,True,True,sommer
2024-01-04 22:40:00,16.2,79.6,True,True,sommer
2024-01-04 22:50:00,16.1,80.5,True,True,sommer
2024-01-04 23:00:00,15.9,81.7,True,True,sommer
2024-01-04 23:10:00,15.5,82.2,True,True,sommer
2024-01-04 23:20:00,15.0,84.2,True,True,sommer
2024-01-04 23:30:00,14.8,86.0,True,True,sommer
2024-01-04 23:40:00,15.4,84.4,True,True,sommer
2024-01-04 23:50:00,15.2,85.4,True,True,sommer
2024-01-05 00:00:00,15.2,85.7,True,True,sommer
